id,ans
485,1691
486,409
487,9123
488,2061
489,8847
490,8638
491,2296
492,6330
493,5582
494,8956
495,4666
496,8682
497,5770
498,2761
499,8971
500,8779
501,1886
502,6288
503,5715
504,2101
505,8850
506,122
507,6914
508,5416
509,7443
510,8278
511,2910
512,4126
513,10010
514,5479
515,8032
516,2063
517,3788
518,1382
519,3263
520,5096
521,6648
522,273
523,10132
524,2125
525,1140
526,6894
527,6556
528,8072
529,8987
530,4244
531,2190
532,4247
533,5092
534,5086
535,5428
536,9542
537,8878
538,5353
539,2006
540,6339
541,4876
542,7331
543,7244
544,1335
545,2150
546,2574
547,4884
548,5537
549,7910
550,7408
551,4035
552,1228
553,496
554,4571
555,3090
556,6314
557,8972
558,1560
559,6928
560,9610
561,3364
562,2791
563,2249
564,973
565,8392
566,8822
567,7240
568,2580
569,4920
570,2937
571,8916
572,5287
573,8962
574,4436
575,8879
576,5126
577,6214
578,8440
579,3047
580,9156
581,1326
582,5198
583,3432
584,1035
585,199
586,3037
587,2242
588,5046
589,3389
590,4905
591,6367
592,5101
593,7336
594,5344
595,1686
596,9687
597,1330
598,2612
599,6087
600,8427
601,8712
602,2134
603,1281
604,4151
605,2847
606,7138
607,9728
608,2952
609,6181
610,9198
611,7353
612,9054
613,9168
614,5131
615,8286
616,6043
617,9090
618,4558
619,8785
620,9013
621,2580
622,3238
623,9206
624,3835
625,3357
626,8960
627,5321
628,1723
629,2231
630,4652
631,993
632,1714
633,2537
634,3853
635,8887
636,9151
637,4197
638,6087
639,5340
640,3875
641,3760
642,7367
643,4138
644,3751
645,10080
646,4914
647,7119
648,291
649,5512
650,5715
651,9144
652,4808
653,1393
654,8967
655,6695
656,1991
657,3895
658,9057
659,10156
660,1170
661,9056
662,9041
663,4652
664,5225
665,6282
666,8148
667,5539
668,7426
669,3699
670,1469
671,3198
672,4543
673,6290
674,4652
675,6543
676,4048
677,5158
678,2295
679,8430
680,3043
681,2611
682,8646
683,4268
684,5145
685,4795
686,2808
687,10003
688,5158
689,5140
690,4941
691,2398
692,3912
693,305
694,8942
695,8770
696,1297
697,5489
698,2083
699,2433
700,8630
701,3014
702,1993
703,4889
704,8957
705,6044
706,8643
707,1034
708,9168
709,8834
710,6282
711,5543
712,3575
713,5704
714,7552
715,9646
716,9011
717,8879
718,6691
719,9731
720,4286
721,6263
722,7426
723,8457
724,2120
725,5094
726,5794
727,1646
728,7165
729,8944
730,3449
731,8796
732,3795
733,3294
734,8506
735,1873
736,8974
737,10173
738,2026
739,4219
740,1471
741,6207
742,8822
743,7460
744,4852
745,9020
746,5815
747,3207
748,10156
749,2406
750,8942
751,2570
752,1696
753,8529
754,5274
755,9183
756,9166
757,6921
758,10111
759,9179
760,8785
761,4876
762,7932
763,9902
764,9245
765,7632
766,6562
767,6806
768,10156
769,2017
770,5635
771,1336
772,3047
773,4472
774,8856
775,6952
776,8812
777,1153
778,9712
779,1011
780,5578
781,8679
782,1672
783,8964
784,8954
785,4150
786,3118
787,3714
788,1508
789,5139
790,2867
791,1566
792,7320
793,5672
794,2972
795,8392
796,951
797,9047
798,5706
799,8704
800,2114
801,5932
802,9950
803,562
804,1423
805,6736
806,3817
807,8707
808,4860
809,4328
810,6330
811,6418
812,6081
813,3325
814,3325
815,5370
816,9023
817,7349
818,5520
819,9057
820,7406
821,1725
822,3175
823,7786
824,2613
825,5326
826,6886
827,7418
828,1033
829,1291
830,5153
831,6207
832,2097
833,1362
834,4941
835,1359
836,1817
837,5096
838,6492
839,9935
840,17
841,3957
842,6161
843,1591
844,5313
845,7318
846,3719
847,6088
848,8832
849,5195
850,6583
851,1994
852,10032
853,2249
854,6417
855,10015
856,1757
857,2334
858,6110
859,5921
860,6266
861,7361
862,6624
863,8376
864,4292
865,9315
866,3835
867,1517
868,2761
869,8642
870,9808
871,6751
872,6155
873,3407
874,4099
875,6340
876,4407
877,10135
878,8833
879,4741
880,4487
881,4421
882,1885
883,4543
884,5207
885,1998
886,7725
887,8682
888,3047
889,6876
890,9768
891,1725
892,3986
893,6296
894,4889
895,600
896,2509
897,4936
898,1990
899,9028
900,3431
901,2136
902,8664
903,5007
904,1686
905,2243
906,2084
907,4498
908,8386
909,142
910,8112
911,6811
912,2019
913,8195
914,6461
915,147
916,4598
917,4816
918,7361
919,9020
920,4872
921,2445
922,6042
923,4950
924,4988
925,5510
926,6482
927,8749
928,5469
929,1498
930,6823
931,6012
932,6042
933,6548
934,2520
935,3400
936,2819
937,5921
938,10167
939,8448
940,1231
941,8867
942,9923
943,15
944,567
945,1481
946,4959
947,2602
948,6267
949,5239
950,1565
951,6683
952,6482
953,4561
954,9742
955,1895
956,4395
957,449
958,5539
959,5242
960,9138
961,10173
962,8597
963,5018
964,2507
965,295
966,4316
967,6198
968,10167
969,3364
970,4562
971,3413
972,1691
973,1624
974,8721
975,9065
976,1854
977,4821
978,7178
979,1585
980,8393
981,4664
982,3901
983,6077
984,2011
985,10016
986,4795
987,3198
988,6359
989,8989
990,5365
991,9924
992,8887
993,8626
994,4962
995,3017
996,2883
997,3198
998,7392
999,8723
1000,3279
1001,9720
1002,3113
1003,4448
1004,4355
1005,5365
1006,5551
1007,5028
1008,5780
1009,4080
1010,4252
1011,9924
1012,8727
1013,8676
1014,5139
1015,4328
1016,481
1017,6077
1018,5272
1019,9057
1020,9821
1021,8822
1022,1844
1023,4154
1024,9733
1025,8469
1026,1607
1027,6574
1028,6995
1029,1250
1030,6355
1031,2054
1032,3029
1033,5452
1034,1810
1035,5283
1036,4945
1037,7228
1038,7361
1039,4162
1040,3575
1041,5238
1042,8705
1043,4652
1044,8151
1045,2425
1046,9057
1047,496
1048,4419
1049,1275
1050,9705
1051,6322
1052,4944
1053,5313
1054,4472
1055,6397
1056,1624
1057,2150
1058,8547
1059,2124
1060,9152
1061,5199
1062,5207
1063,1993
1064,5138
1065,4741
1066,2180
1067,7409
1068,3643
1069,2791
1070,3184
1071,6725
1072,6986
1073,404
1074,8028
1075,4244
1076,3854
1077,6241
1078,8195
1079,5151
1080,3130
1081,6300
1082,5320
1083,5770
1084,2580
1085,6682
1086,5488
1087,7228
1088,7201
1089,6679
1090,4702
1091,5765
1092,5510
1093,3329
1094,8723
1095,5334
1096,5805
1097,6585
1098,4801
1099,2063
1100,291
1101,7524
1102,3270
1103,4031
1104,1854
1105,22
1106,5694
1107,1493
1108,1817
1109,1629
1110,8930
1111,1611
1112,3055
1113,10085
1114,7866
1115,1873
1116,5482
1117,8672
1118,8739
1119,3377
1120,2231
1121,7424
1122,1275
1123,5951
1124,6110
1125,6368
1126,3211
1127,2245
1128,3625
1129,8045
1130,3166
1131,3706
1132,8850
1133,2451
1134,9020
1135,2464
1136,6263
1137,4256
1138,4920
1139,6207
1140,4137
1141,1842
1142,1725
1143,516
1144,3181
1145,1810
1146,5040
1147,2242
1148,3324
1149,4225
1150,5705
1151,2173
1152,4577
1153,5512
1154,5018
1155,4955
1156,1336
1157,2805
1158,8779
1159,6851
1160,5073
1161,3182
1162,2141
1163,1423
1164,3145
1165,7126
1166,8868
1167,3896
1168,3569
1169,6231
1170,1793
1171,5191
1172,6536
1173,1061
1174,303
1175,6065
1176,8636
1177,4811
1178,4258
1179,3696
1180,6365
1181,4721
1182,4483
1183,5386
1184,1471
1185,5482
1186,1903
1187,7201
1188,2117
1189,1014
1190,3404
1191,9165
1192,8779
1193,6680
1194,9730
1195,6386
1196,8898
1197,5530
1198,3263
1199,9040
1200,4247
1201,9601
1202,3477
1203,5705
1204,4712
1205,2996
1206,8712
1207,5519
1208,3248
1209,9198
1210,9401
1211,4672
1212,3067
1213,3304
1214,6994
1215,1672
1216,10087
1217,8529
1218,2242
1219,8858
1220,4310
1221,4583
1222,7921
1223,2909
1224,6343
1225,5153
1226,10029
1227,9701
1228,5479
1229,2820
1230,4636
1231,2910
1232,248
1233,1912
1234,2945
1235,8898
1236,7932
1237,8972
1238,7001
1239,4609
1240,3149
1241,5365
1242,4197
1243,6631
1244,3522
1245,1947
1246,9946
1247,4146
1248,4258
1249,6696
1250,8779
1251,7349
1252,2202
1253,5488
1254,9187
1255,3052
1256,1686
1257,8112
1258,2464
1259,7294
1260,6365
1261,8825
1262,3017
1263,47
1264,4338
1265,5222
1266,2202
1267,313
1268,2883
1269,4836
1270,3148
1271,1470
1272,6714
1273,8513
1274,6147
1275,3957
1276,9135
1277,2461
1278,6180
1279,9054
1280,1929
1281,1903
1282,2202
1283,8419
1284,4181
1285,9610
1286,1264
1287,1648
1288,1723
1289,1985
1290,8558
1291,5688
1292,4731
1293,1817
1294,7071
1295,3324
1296,2349
1297,7901
1298,5705
1299,2303
1300,5635
1301,6119
1302,3929
1303,3413
1304,3304
1305,3788
1306,8807
1307,2516
1308,4976
1309,2238
1310,5338
1311,5815
1312,8614
1313,3678
1314,2805
1315,3432
1316,7067
1317,9152
1318,4861
1319,295
1320,8506
1321,4257
1322,1624
1323,5040
1324,234
1325,5024
1326,7294
1327,1246
1328,1351
1329,10090
1330,9041
1331,8847
1332,5264
1333,5656
1334,8514
1335,2843
1336,1088
1337,3708
1338,8515
1339,4828
1340,4648
1341,4609
1342,6088
1343,2819
1344,10156
1345,9150
1346,5242
1347,2134
1348,8722
1349,2309
1350,8708
1351,5415
1352,8974
1353,7233
1354,10086
1355,1815
1356,5139
1357,2898
1358,9176
1359,659
1360,5640
1361,10117
1362,6188
1363,1991
1364,10163
1365,2301
1366,1194
1367,2295
1368,8501
1369,6128
1370,301
1371,7467
1372,5025
1373,3312
1374,4323
1375,9646
1376,7302
1377,4292
1378,4795
1379,8972
1380,3504
1381,6751
1382,10036
1383,4945
1384,4436
1385,3305
1386,160
1387,2190
1388,2240
1389,8428
1390,7406
1391,7932
1392,7081
1393,25
1394,4852
1395,6161
1396,4308
1397,6474
1398,1348
1399,2219
1400,8880
1401,1362
1402,10127
1403,8468
1404,719
1405,1137
1406,8905
1407,4876
1408,1092
1409,6009
1410,4712
1411,5235
1412,8817
1413,8965
1414,4998
1415,235
1416,3500
1417,9341
1418,6183
1419,8482
1420,1761
1421,1700
1422,4355
1423,3278
1424,3882
1425,6110
1426,8562
1427,2882
1428,142
1429,6947
1430,3915
1431,6877
1432,5007
1433,10032
1434,5181
1435,1454
1436,6691
1437,4472
1438,4652
1439,7180
1440,3847
1441,10028
1442,7524
1443,8614
1444,4991
1445,2955
1446,3166
1447,5027
1448,5176
1449,9165
1450,3090
1451,2518
1452,987
1453,6893
1454,7524
1455,2066
1456,8089
1457,2031
1458,10001
1459,7195
1460,9923
1461,1092
1462,5101
1463,2983
1464,5239
1465,6894
1466,2190
1467,7422
1468,8706
1469,4976
1470,3957
1471,5551
1472,2960
1473,5794
1474,8627
1475,4693
1476,4094
1477,1471
1478,9711
1479,1362
1480,2952
1481,7367
1482,8676
1483,8654
1484,9165
1485,6368
1486,4959
1487,4336
1488,5879
1489,6404
1490,8826
1491,6036
1492,5195
1493,8275
1494,6995
1495,2518
1496,7243
1497,6236
1498,6043
1499,2429
1500,10159
1501,2793
1502,8803
1503,1871
1504,8771
1505,5748
1506,4286
1507,3410
1508,6803
1509,1991
1510,8723
1511,3386
1512,10008
1513,5189
1514,5544
1515,2843
1516,6556
1517,31
1518,6385
1519,5350
1520,1336
1521,6100
1522,6296
1523,7611
1524,409
1525,4478
1526,4910
1527,3214
1528,8644
1529,4609
1530,3027
1531,4849
1532,5672
1533,1371
1534,3130
1535,5133
1536,1997
1537,2070
1538,8148
1539,8796
1540,5126
1541,9946
1542,2097
1543,6585
1544,8926
1545,2201
1546,801
1547,4842
1548,4744
1549,3312
1550,1649
1551,8468
1552,4435
1553,4600
1554,1303
1555,1517
1556,4532
1557,5040
1558,8468
1559,1852
1560,7195
1561,9878
1562,6679
1563,8860
1564,7406
1565,6920
1566,10050
1567,7195
1568,4637
1569,3207
1570,7596
1571,8834
1572,5025
1573,2524
1574,3478
1575,8833
1576,4824
1577,147
1578,10016
1579,9144
1580,6429
1581,2331
1582,6202
1583,6420
1584,8708
1585,9065
1586,5181
1587,2259
1588,2529
1589,5494
1590,1348
1591,6672
1592,2898
1593,2938
1594,4395
1595,3730
1596,4244
1597,2520
1598,9610
1599,5071
1600,2083
1601,1090
1602,6337
1603,6536
1604,1337
1605,975
1606,6198
1607,5569
1608,10047
1609,1371
1610,2820
1611,8630
1612,2520
1613,9155
1614,8728
1615,1031
1616,9073
1617,10060
1618,4816
1619,3398
1620,4437
1621,5326
1622,8643
1623,6361
1624,10080
1625,985
1626,2134
1627,4879
1628,6952
1629,5418
1630,8701
1631,6994
1632,5407
1633,7067
1634,5784
1635,5199
1636,9028
1637,2110
1638,3701
1639,8454
1640,4672
1641,8972
1642,3148
1643,6330
1644,4147
1645,4014
1646,9712
1647,5187
1648,6344
1649,1245
1650,69
1651,4648
1652,9165
1653,8365
1654,5775
1655,2190
1656,5147
1657,1221
1658,9678
1659,7138
1660,4161
1661,8947
1662,3198
1663,2613
1664,6811
1665,5182
1666,2017
1667,7203
1668,10144
1669,2150
1670,9056
1671,7845
1672,1359
1673,9711
1674,4853
1675,248
1676,4027
1677,7519
1678,6100
1679,6286
1680,3324
1681,5124
1682,4146
1683,6745
1684,2445
1685,1994
1686,2425
1687,1946
1688,3620
1689,6344
1690,7151
1691,9787
1692,1201
1693,10071
1694,4747
1695,1270
1696,7499
1697,4392
1698,3052
1699,7867
1700,2158
1701,409
1702,3980
1703,2613
1704,6043
1705,8470
1706,10144
1707,4899
1708,9183
1709,5433
1710,2406
1711,2160
1712,8494
1713,6947
1714,3697
1715,6596
1716,9843
1717,7409
1718,7174
1719,4573
1720,5247
1721,3421
1722,3098
1723,8504
1724,6429
1725,3149
1726,6354
1727,8638
1728,5350
1729,632
1730,4102
1731,5656
1732,3730
1733,6418
1734,6719
1735,3480
1736,6354
1737,4914
1738,2837
1739,7422
1740,4373
1741,553
1742,7450
1743,3875
1744,6314
1745,4874
1746,2070
1747,8578
1748,6155
1749,7317
1750,8470
1751,10083
1752,5482
1753,632
1754,1281
1755,7881
1756,6166
1757,6691
1758,2110
1759,7004
1760,8704
1761,3040
1762,534
1763,1496
1764,5151
1765,7201
1766,6087
1767,4473
1768,9711
1769,4860
1770,1011
1771,9986
1772,8727
1773,8933
1774,9065
1775,1743
1776,3522
1777,7423
1778,4913
1779,4465
1780,6658
1781,5125
1782,6182
1783,9138
1784,1470
1785,2130
1786,7114
1787,1817
1788,6286
1789,6994
1790,1634
1791,2331
1792,3130
1793,5897
1794,8644
1795,8963
1796,6151
1797,6066
1798,3336
1799,8514
1800,1962
1801,6335
1802,23
1803,4136
1804,5165
1805,4620
1806,3959
1807,2529
1808,291
1809,8278
1810,5451
1811,5765
1812,9135
1813,2534
1814,3959
1815,2938
1816,8278
1817,160
1818,3480
1819,5342
1820,3725
1821,8882
1822,7203
1823,2772
1824,3010
1825,8469
1826,1755
1827,3745
1828,4315
1829,9017
1830,4154
1831,147
1832,4717
1833,8968
1834,5903
1835,6367
1836,2898
1837,5679
1838,6236
1839,8957
1840,1873
1841,1873
1842,3542
1843,5092
1844,510
1845,1675
1846,8971
1847,9302
1848,6548
1849,4706
1850,273
1851,7725
1852,3478
1853,4219
1854,1493
1855,8412
1856,1934
1857,5199
1858,8454
1859,3431
1860,4561
1861,2955
1862,2580
1863,38
1864,3989
1865,5193
1866,6947
1867,4602
1868,4547
1869,1231
1870,6727
1871,2110
1872,9962
1873,1916
1874,7407
1875,7850
1876,6987
1877,6558
1878,8448
1879,1672
1880,9001
1881,409
1882,4715
1883,6398
1884,1322
1885,7506
1886,6368
1887,3398
1888,3014
1889,9401
1890,9830
1891,6152
1892,5896
1893,6986
1894,9135
1895,1550
1896,5326
1897,4666
1898,6214
1899,1359
1900,4174
1901,9917
1902,5512
1903,2055
1904,2337
1905,4636
1906,1672
1907,2318
1908,3404
1909,8796
1910,3896
1911,9733
1912,447
1913,6291
1914,10044
1915,5124
1916,1250
1917,2938
1918,1604
1919,5242
1920,9057
1921,3491
1922,6558
1923,3501
1924,7423
1925,8803
1926,394
1927,4166
1928,4418
1929,4146
1930,4960
1931,1261
1932,5747
1933,5922
1934,6325
1935,7716
1936,8880
1937,3696
1938,3431
1939,2524
1940,8930
1941,9729
1942,7348
1943,2898
1944,3587
1945,494
1946,6241
1947,3696
1948,2909
1949,9179
1950,5018
1951,2546
1952,5537
1953,2897
1954,4549
1955,5365
1956,3389
1957,5293
1958,6958
1959,8618
1960,1443
1961,371
1962,6603
1963,4798
1964,2611
1965,301
1966,7422
1967,6417
1968,3231
1969,7881
1970,2083
1971,9646
1972,4421
1973,3858
1974,7680
1975,7226
1976,5815
1977,918
1978,8643
1979,6705
1980,4448
1981,334
1982,5549
1983,4710
1984,6803
1985,2083
1986,5207
1987,8860
1988,3207
1989,10083
1990,3238
1991,5702
1992,94
1993,1322
1994,6440
1995,5042
1996,1384
1997,4435
1998,4916
1999,2611
2000,5146
2001,1994
2002,3027
2003,9040
2004,1034
2005,1318
2006,8427
2007,3708
2008,8943
2009,2524
2010,9123
2011,5485
2012,4962
2013,6565
2014,8448
2015,14
2016,4532
2017,5469
2018,2236
2019,3696
2020,4551
2021,2533
2022,3984
2023,8742
2024,8914
2025,2996
2026,1335
2027,6286
2028,5157
2029,5488
2030,9137
2031,4628
2032,5509
2033,4407
2034,1170
2035,9065
2036,1209
2037,4238
2038,8799
2039,10143
2040,3846
2041,6214
2042,9087
2043,9106
2044,9315
2045,7067
2046,6353
2047,3648
2048,3705
2049,8023
2050,7755
2051,7309
2052,5126
2053,5488
2054,1289
2055,6718
2056,3332
2057,4247
2058,3312
2059,10087
2060,9848
2061,2253
2062,5124
2063,7392
2064,4976
2065,5901
2066,3338
2067,467
2068,8964
2069,5138
2070,1513
2071,8736
2072,4265
2073,8679
2074,5138
2075,1686
2076,1862
2077,951
2078,6645
2079,3022
2080,7786
2081,8708
2082,2429
2083,4945
2084,5365
2085,844
2086,7346
2087,5748
2088,6267
2089,10156
2090,7302
2091,4910
2092,1275
2093,5520
2094,1377
2095,1994
2096,1603
2097,1373
2098,4225
2099,3500
2100,2820
2101,8380
2102,2472
2103,220
2104,8914
2105,4068
2106,417
2107,6682
2108,5092
2109,1275
2110,3400
2111,5320
2112,8979
2113,9245
2114,7850
2115,4462
2116,1050
2117,3357
2118,4744
2119,2926
2120,3714
2121,6394
2122,2242
2123,7265
2124,4221
2125,5178
2126,2518
2127,10028
2128,2546
2129,4600
2130,1454
2131,1470
2132,2141
2133,5221
2134,9731
2135,6161
2136,8549
2137,8374
2138,3279
2139,5176
2140,4625
2141,6989
2142,4960
2143,6141
2144,7449
2145,4975
2146,9152
2147,1723
2148,3625
2149,5195
2150,7067
2151,7066
2152,1410
2153,5254
2154,4691
2155,1559
2156,3272
2157,10023
2158,6343
2159,5464
2160,6878
2161,4165
2162,3625
2163,4794
2164,6803
2165,1258
2166,3043
2167,5344
2168,3052
2169,1362
2170,1135
2171,4598
2172,2316
2173,2996
2174,3808
2175,5407
2176,6355
2177,9979
2178,6305
2179,10036
2180,9719
2181,4821
2182,7126
2183,4157
2184,9001
2185,4321
2186,235
2187,8685
2188,5264
2189,1493
2190,4828
2191,1589
2192,1844
2193,1454
2194,1361
2195,3930
2196,4741
2197,2897
2198,3886
2199,6751
2200,4571
2201,4323
2202,6921
2203,6141
2204,8914
2205,5342
2206,7178
2207,10135
2208,4647
2209,9687
2210,2969
2211,8798
2212,9054
2213,6058
2214,7195
2215,9128
2216,3052
2217,9119
2218,3305
2219,8728
2220,10083
2221,334
2222,1986
2223,1624
2224,4304
2225,3957
2226,9967
2227,2253
2228,2335
2229,1281
2230,2155
2231,4722
2232,7450
2233,2570
2234,8127
2235,6300
2236,6177
2237,5254
2238,6334
2239,7369
2240,7460
2241,1410
2242,5635
2243,6987
2244,1580
2245,7131
2246,4460
2247,8833
2248,7159
2249,5138
2250,5770
2251,1517
2252,6555
2253,9542
2254,5124
2255,10089
2256,4821
2257,6368
2258,4543
2259,2844
2260,8825
2261,3186
2262,4652
2263,1731
2264,4852
2265,6563
2266,4934
2267,6802
2268,2406
2269,94
2270,1435
2271,5696
2272,4652
2273,2019
2274,1044
2275,8656
2276,1568
2277,1373
2278,8682
2279,4334
2280,6567
2281,992
2282,3129
2283,9091
2284,5195
2285,632
2286,9818
2287,5318
2288,4338
2289,8641
2290,160
2291,1731
2292,3203
2293,5902
2294,6316
2295,6548
2296,5189
2297,8926
2298,4099
2299,5133
2300,5007
2301,2031
2302,665
2303,8898
2304,6398
2305,3203
2306,2573
2307,4976
2308,4842
2309,8313
2310,7094
2311,6624
2312,3080
2313,10010
2314,1043
2315,5416
2316,8660
2317,3188
2318,5078
2319,5551
2320,8933
2321,5566
2322,1062
2323,8672
2324,7228
2325,3725
2326,6997
2327,5165
2328,9149
2329,8708
2330,10157
2331,3279
2332,3896
2333,8547
2334,3980
2335,9158
2336,7142
2337,8803
2338,1027
2339,47
2340,3788
2341,2573
2342,10008
2343,3263
2344,719
2345,8127
2346,3928
2347,9135
2348,2883
2349,6411
2350,6012
2351,8867
2352,5543
2353,495
2354,9720
2355,2095
2356,9176
2357,3795
2358,3485
2359,7126
2360,7932
2361,5140
2362,1348
2363,6562
2364,9277
2365,4547
2366,3929
2367,3915
2368,8847
2369,5146
2370,6429
2371,4147
2372,8011
2373,7067
2374,5418
2375,661
2376,371
2377,5088
2378,3067
2379,6204
2380,4849
2381,5704
2382,1874
2383,7716
2384,4723
2385,2316
2386,6361
2387,1550
2388,6878
2389,3166
2390,8440
2391,2225
2392,3383
2393,9091
2394,9168
2395,8971
2396,1651
2397,3989
2398,4487
2399,7238
2400,10160
2401,10044
2402,220
2403,6163
2404,6127
2405,5125
2406,5464
2407,7651
2408,6695
2409,600
2410,9245
2411,4077
2412,4310
2413,8288
2414,3986
2415,1113
2416,1246
2417,6280
2418,9116
2419,1289
2420,8727
2421,1447
2422,1470
2423,4798
2424,4876
2425,6936
2426,2063
2427,3989
2428,397
2429,8148
2430,1043
2431,2909
2432,7174
2433,7075
2434,4102
2435,6439
2436,9213
2437,2073
2438,4521
2439,800
2440,8498
2441,1633
2442,8807
2443,2301
2444,8909
2445,7244
2446,9017
2447,8121
2448,1714
2449,5073
2450,8506
2451,5921
2452,1749
2453,1580
2454,6108
2455,2883
2456,3760
2457,9722
2458,5189
2459,2079
2460,2443
2461,5941
2462,433
2463,3862
2464,5264
2465,4853
2466,8960
2467,6009
2468,3356
2469,8723
2470,4816
2471,5263
2472,10042
2473,9151
2474,6532
2475,5611
2476,5283
2477,6680
2478,21
2479,4112
2480,1839
2481,6296
2482,3542
2483,5334
2484,4724
2485,9213
2486,7513
2487,4419
2488,8365
2489,4905
2490,8875
2491,9669
2492,10028
2493,7320
2494,2898
2495,1574
2496,1723
2497,3984
2498,4532
2499,1628
2500,9168
2501,5283
2502,3047
2503,1815
2504,8717
2505,6235
2506,6988
2507,9150
2508,6483
2509,4338
2510,8785
2511,5488
2512,8547
2513,2031
2514,2419
2515,4054
2516,8286
2517,4308
